train_speed,speed_limit,distance,braking_distance,signal_status,direction,risk_score,risk_level
122,80,1772,387,YELLOW,SOUTH,40,MEDIUM
70,100,1927,533,GREEN,WEST,0,SAFE
99,90,1203,540,GREEN,WEST,30,MEDIUM
58,80,1591,157,YELLOW,SOUTH,10,SAFE
100,80,1836,415,GREEN,NORTH,30,MEDIUM
78,100,850,320,RED,NORTH,30,MEDIUM
46,80,530,756,YELLOW,NORTH,50,MEDIUM
40,110,1380,212,GREEN,EAST,0,SAFE
90,90,661,553,YELLOW,WEST,10,SAFE
93,80,791,723,GREEN,SOUTH,30,MEDIUM
83,80,398,691,GREEN,NORTH,70,HIGH
102,100,954,652,YELLOW,WEST,40,MEDIUM
76,110,874,492,RED,WEST,30,MEDIUM
125,110,1563,202,YELLOW,SOUTH,40,MEDIUM
54,110,446,396,RED,SOUTH,30,MEDIUM
78,120,239,521,GREEN,EAST,40,MEDIUM
78,80,881,316,GREEN,WEST,0,SAFE
101,100,739,251,RED,NORTH,60,MEDIUM
89,120,1961,178,RED,EAST,30,MEDIUM
65,120,342,157,YELLOW,SOUTH,10,SAFE
120,90,1291,274,YELLOW,WEST,40,MEDIUM
42,110,474,465,YELLOW,WEST,10,SAFE
42,120,777,598,YELLOW,EAST,10,SAFE
87,120,449,712,GREEN,WEST,40,MEDIUM
64,90,971,231,RED,EAST,30,MEDIUM
98,110,776,420,RED,WEST,30,MEDIUM
86,80,123,226,GREEN,NORTH,70,HIGH
88,120,1023,458,GREEN,SOUTH,0,SAFE
77,110,1882,672,GREEN,NORTH,0,SAFE
101,110,1500,152,GREEN,NORTH,0,SAFE
128,120,819,657,YELLOW,NORTH,40,MEDIUM
102,100,1290,752,YELLOW,EAST,40,MEDIUM
101,90,1513,539,RED,EAST,60,MEDIUM
129,100,1369,133,GREEN,NORTH,30,MEDIUM
118,110,1418,411,GREEN,NORTH,30,MEDIUM
52,90,994,509,GREEN,WEST,0,SAFE
69,90,685,323,GREEN,EAST,0,SAFE
92,100,589,291,GREEN,WEST,0,SAFE
113,110,1019,298,RED,WEST,60,MEDIUM
113,110,1460,650,YELLOW,EAST,40,MEDIUM
77,80,1116,572,RED,NORTH,30,MEDIUM
48,90,726,112,GREEN,SOUTH,0,SAFE
100,100,1062,599,RED,NORTH,30,MEDIUM
53,100,918,237,GREEN,EAST,0,SAFE
40,90,1758,386,GREEN,NORTH,0,SAFE
91,120,808,213,RED,WEST,30,MEDIUM
68,90,940,231,GREEN,EAST,0,SAFE
42,110,1927,126,GREEN,SOUTH,0,SAFE
87,100,769,105,GREEN,NORTH,0,SAFE
56,100,587,528,RED,EAST,30,MEDIUM
90,90,1670,459,YELLOW,NORTH,10,SAFE
116,100,1787,698,YELLOW,WEST,40,MEDIUM
86,80,1735,364,RED,NORTH,60,MEDIUM
129,90,501,450,GREEN,EAST,30,MEDIUM
41,100,646,540,RED,EAST,30,MEDIUM
123,120,399,763,GREEN,NORTH,70,HIGH
74,120,318,747,GREEN,NORTH,40,MEDIUM
117,120,1953,196,RED,EAST,30,MEDIUM
77,100,947,728,GREEN,SOUTH,0,SAFE
51,100,1118,700,RED,EAST,30,MEDIUM
119,120,1192,417,RED,SOUTH,30,MEDIUM
50,80,850,173,YELLOW,WEST,10,SAFE
77,90,1969,450,YELLOW,WEST,10,SAFE
46,80,695,213,RED,NORTH,30,MEDIUM
87,100,620,102,YELLOW,SOUTH,10,SAFE
71,110,321,418,GREEN,SOUTH,40,MEDIUM
41,100,1041,419,GREEN,WEST,0,SAFE
69,80,1914,675,RED,SOUTH,30,MEDIUM
79,120,774,496,GREEN,WEST,0,SAFE
55,80,1086,364,RED,NORTH,30,MEDIUM
88,90,374,308,GREEN,EAST,0,SAFE
124,100,1173,191,RED,EAST,60,MEDIUM
91,110,351,517,GREEN,WEST,40,MEDIUM
125,80,340,578,RED,NORTH,100,HIGH
125,100,192,523,YELLOW,NORTH,80,HIGH
51,80,335,544,GREEN,NORTH,40,MEDIUM
40,100,953,258,YELLOW,SOUTH,10,SAFE
118,100,1887,442,GREEN,EAST,30,MEDIUM
108,110,1361,696,GREEN,EAST,0,SAFE
83,80,687,260,YELLOW,EAST,40,MEDIUM
46,110,1816,466,GREEN,SOUTH,0,SAFE
95,90,869,561,RED,WEST,60,MEDIUM
64,110,1312,186,GREEN,WEST,0,SAFE
80,120,221,123,YELLOW,NORTH,10,SAFE
63,80,978,272,GREEN,WEST,0,SAFE
82,80,1695,676,RED,EAST,60,MEDIUM
125,90,757,593,YELLOW,WEST,40,MEDIUM
106,110,887,467,YELLOW,EAST,10,SAFE
102,80,367,321,RED,NORTH,60,MEDIUM
88,120,817,239,GREEN,WEST,0,SAFE
116,120,1592,243,GREEN,EAST,0,SAFE
60,100,863,420,RED,WEST,30,MEDIUM
51,90,1556,503,YELLOW,EAST,10,SAFE
114,110,1828,585,RED,NORTH,60,MEDIUM
123,90,653,526,GREEN,SOUTH,30,MEDIUM
118,80,1668,159,YELLOW,WEST,40,MEDIUM
125,110,1757,326,YELLOW,NORTH,40,MEDIUM
52,110,1275,567,RED,WEST,30,MEDIUM
70,100,1241,122,GREEN,NORTH,0,SAFE
76,90,1973,332,RED,EAST,30,MEDIUM
125,90,897,413,GREEN,NORTH,30,MEDIUM
51,120,1021,745,RED,SOUTH,30,MEDIUM
75,90,538,241,RED,EAST,30,MEDIUM
77,110,753,657,GREEN,WEST,0,SAFE
102,100,261,273,YELLOW,NORTH,80,HIGH
45,110,893,522,YELLOW,NORTH,10,SAFE
68,100,461,470,GREEN,EAST,40,MEDIUM
48,80,1357,438,YELLOW,WEST,10,SAFE
127,90,969,177,RED,EAST,60,MEDIUM
87,100,793,271,GREEN,SOUTH,0,SAFE
96,90,420,149,YELLOW,EAST,40,MEDIUM
56,100,128,426,GREEN,WEST,40,MEDIUM
70,100,1870,590,GREEN,SOUTH,0,SAFE
60,80,1383,652,RED,SOUTH,30,MEDIUM
48,110,280,474,RED,EAST,70,HIGH
55,80,1676,208,YELLOW,SOUTH,10,SAFE
95,90,1137,490,YELLOW,NORTH,40,MEDIUM
66,90,936,641,RED,WEST,30,MEDIUM
128,90,1699,491,YELLOW,EAST,40,MEDIUM
101,120,1140,113,GREEN,WEST,0,SAFE
119,110,1692,455,RED,WEST,60,MEDIUM
56,110,1116,624,YELLOW,NORTH,10,SAFE
84,90,646,302,GREEN,SOUTH,0,SAFE
118,120,790,397,RED,WEST,30,MEDIUM
92,110,1462,765,RED,WEST,30,MEDIUM
42,120,407,677,YELLOW,NORTH,50,MEDIUM
124,120,928,780,YELLOW,EAST,40,MEDIUM
120,90,1847,784,RED,EAST,60,MEDIUM
130,80,511,197,RED,SOUTH,60,MEDIUM
41,100,1453,539,RED,NORTH,30,MEDIUM
78,90,1002,563,GREEN,WEST,0,SAFE
99,90,1024,318,RED,WEST,60,MEDIUM
77,120,1646,318,GREEN,SOUTH,0,SAFE
118,100,874,243,YELLOW,EAST,40,MEDIUM
99,110,1130,518,GREEN,NORTH,0,SAFE
49,80,495,719,YELLOW,WEST,50,MEDIUM
49,100,1465,284,GREEN,EAST,0,SAFE
95,80,1085,354,GREEN,NORTH,30,MEDIUM
86,80,1398,369,RED,EAST,60,MEDIUM
88,80,101,139,GREEN,SOUTH,70,HIGH
120,110,1394,722,GREEN,SOUTH,30,MEDIUM
52,90,1649,563,YELLOW,WEST,10,SAFE
106,120,681,723,RED,SOUTH,70,HIGH
90,120,1523,328,YELLOW,NORTH,10,SAFE
45,100,1981,145,GREEN,SOUTH,0,SAFE
127,110,1018,251,RED,NORTH,60,MEDIUM
125,110,1334,424,YELLOW,EAST,40,MEDIUM
48,90,895,411,GREEN,NORTH,0,SAFE
118,120,690,363,YELLOW,WEST,10,SAFE
92,120,1891,109,GREEN,EAST,0,SAFE
95,110,796,787,RED,SOUTH,30,MEDIUM
64,90,1802,209,YELLOW,WEST,10,SAFE
128,110,870,436,YELLOW,EAST,40,MEDIUM
99,100,1651,788,YELLOW,WEST,10,SAFE
104,80,1779,417,GREEN,SOUTH,30,MEDIUM
90,110,997,518,YELLOW,EAST,10,SAFE
126,120,1067,606,GREEN,SOUTH,30,MEDIUM
94,110,1112,176,GREEN,NORTH,0,SAFE
95,110,745,381,GREEN,SOUTH,0,SAFE
43,90,1998,624,YELLOW,NORTH,10,SAFE
104,120,1478,627,GREEN,WEST,0,SAFE
41,90,194,736,GREEN,NORTH,40,MEDIUM
58,90,1519,285,YELLOW,SOUTH,10,SAFE
69,90,491,380,GREEN,NORTH,0,SAFE
49,90,1130,579,GREEN,EAST,0,SAFE
130,80,1459,499,YELLOW,NORTH,40,MEDIUM
100,120,468,774,YELLOW,SOUTH,50,MEDIUM
44,120,1342,233,YELLOW,NORTH,10,SAFE
59,90,1058,270,RED,EAST,30,MEDIUM
100,120,1356,244,RED,WEST,30,MEDIUM
85,110,226,510,YELLOW,SOUTH,50,MEDIUM
73,80,986,324,YELLOW,SOUTH,10,SAFE
45,120,1568,762,RED,SOUTH,30,MEDIUM
122,100,961,791,YELLOW,WEST,40,MEDIUM
78,80,394,741,RED,NORTH,70,HIGH
84,110,1437,716,GREEN,NORTH,0,SAFE
41,80,1333,138,GREEN,NORTH,0,SAFE
128,110,1608,663,GREEN,EAST,30,MEDIUM
103,100,274,591,GREEN,WEST,70,HIGH
111,80,1333,145,YELLOW,SOUTH,40,MEDIUM
48,80,1216,509,YELLOW,SOUTH,10,SAFE
89,90,447,478,GREEN,NORTH,40,MEDIUM
129,120,698,205,RED,EAST,60,MEDIUM
100,80,1673,416,RED,NORTH,60,MEDIUM
82,80,1102,301,GREEN,NORTH,30,MEDIUM
103,110,1714,472,RED,NORTH,30,MEDIUM
48,110,408,650,YELLOW,WEST,50,MEDIUM
57,120,1740,489,YELLOW,EAST,10,SAFE
121,80,1113,155,YELLOW,WEST,40,MEDIUM
41,80,430,257,RED,WEST,30,MEDIUM
61,90,1219,240,YELLOW,EAST,10,SAFE
86,80,1879,521,RED,WEST,60,MEDIUM
120,90,235,284,RED,EAST,100,HIGH
66,90,1538,751,RED,EAST,30,MEDIUM
67,90,1464,318,YELLOW,NORTH,10,SAFE
90,100,915,758,GREEN,SOUTH,0,SAFE
50,80,151,532,RED,SOUTH,70,HIGH
82,100,1643,570,YELLOW,WEST,10,SAFE
119,80,1231,433,YELLOW,EAST,40,MEDIUM
45,100,1535,155,RED,SOUTH,30,MEDIUM
60,80,974,466,GREEN,SOUTH,0,SAFE
64,90,1924,444,YELLOW,NORTH,10,SAFE
97,110,182,239,GREEN,NORTH,40,MEDIUM
49,120,597,549,GREEN,NORTH,0,SAFE
58,100,1288,271,GREEN,NORTH,0,SAFE
45,120,273,611,GREEN,NORTH,40,MEDIUM
81,90,543,228,RED,EAST,30,MEDIUM
116,90,1835,344,RED,EAST,60,MEDIUM
95,100,885,776,GREEN,NORTH,0,SAFE
58,80,581,540,YELLOW,EAST,10,SAFE
88,120,1099,780,YELLOW,EAST,10,SAFE
104,110,287,369,GREEN,WEST,40,MEDIUM
46,110,1405,743,YELLOW,SOUTH,10,SAFE
89,80,849,199,GREEN,WEST,30,MEDIUM
127,80,997,247,YELLOW,NORTH,40,MEDIUM
64,110,1122,347,RED,SOUTH,30,MEDIUM
107,120,1280,708,RED,SOUTH,30,MEDIUM
110,110,1906,280,YELLOW,SOUTH,10,SAFE
43,90,1011,507,YELLOW,WEST,10,SAFE
77,100,1414,786,YELLOW,WEST,10,SAFE
64,90,1871,289,RED,NORTH,30,MEDIUM
69,110,733,469,YELLOW,SOUTH,10,SAFE
42,90,101,736,YELLOW,EAST,50,MEDIUM
82,120,257,127,YELLOW,EAST,10,SAFE
64,120,1069,777,RED,EAST,30,MEDIUM
86,80,1596,775,GREEN,WEST,30,MEDIUM
84,80,1651,449,YELLOW,WEST,40,MEDIUM
65,120,328,663,GREEN,WEST,40,MEDIUM
93,110,1188,426,RED,NORTH,30,MEDIUM
79,110,1865,793,GREEN,NORTH,0,SAFE
98,90,250,718,RED,NORTH,100,HIGH
59,110,1319,262,GREEN,WEST,0,SAFE
44,110,965,549,YELLOW,WEST,10,SAFE
92,80,1307,233,GREEN,WEST,30,MEDIUM
41,80,988,452,YELLOW,EAST,10,SAFE
94,110,1360,136,RED,SOUTH,30,MEDIUM
75,80,469,329,GREEN,EAST,0,SAFE
118,120,1033,363,YELLOW,WEST,10,SAFE
45,100,1657,743,YELLOW,WEST,10,SAFE
103,100,330,153,YELLOW,WEST,40,MEDIUM
79,110,1508,195,RED,WEST,30,MEDIUM
43,110,324,234,RED,SOUTH,30,MEDIUM
54,80,187,556,RED,WEST,70,HIGH
84,110,1923,203,GREEN,NORTH,0,SAFE
51,90,290,143,RED,EAST,30,MEDIUM
111,90,462,132,RED,NORTH,60,MEDIUM
63,110,1583,591,RED,WEST,30,MEDIUM
72,80,765,565,RED,WEST,30,MEDIUM
85,120,592,309,YELLOW,SOUTH,10,SAFE
58,90,818,750,GREEN,NORTH,0,SAFE
49,120,172,627,RED,WEST,70,HIGH
62,90,1597,569,RED,NORTH,30,MEDIUM
88,90,149,453,YELLOW,EAST,50,MEDIUM
72,110,1317,639,RED,EAST,30,MEDIUM
91,90,1386,155,GREEN,WEST,30,MEDIUM
101,120,1999,777,GREEN,WEST,0,SAFE
65,80,214,490,RED,SOUTH,70,HIGH
51,100,804,505,GREEN,SOUTH,0,SAFE
54,100,1703,528,RED,NORTH,30,MEDIUM
57,120,879,421,RED,WEST,30,MEDIUM
48,120,1627,487,RED,EAST,30,MEDIUM
62,80,1999,734,YELLOW,NORTH,10,SAFE
55,80,579,548,YELLOW,SOUTH,10,SAFE
124,120,1150,778,RED,EAST,60,MEDIUM
117,120,679,296,GREEN,EAST,0,SAFE
47,80,1599,387,RED,SOUTH,30,MEDIUM
70,110,267,434,GREEN,SOUTH,40,MEDIUM
126,120,1802,305,GREEN,WEST,30,MEDIUM
74,100,1083,621,RED,WEST,30,MEDIUM
122,120,1771,684,GREEN,NORTH,30,MEDIUM
125,80,558,221,YELLOW,WEST,40,MEDIUM
86,120,1870,315,RED,EAST,30,MEDIUM
98,110,1234,511,YELLOW,SOUTH,10,SAFE
113,110,815,563,YELLOW,NORTH,40,MEDIUM
112,80,687,322,GREEN,SOUTH,30,MEDIUM
99,100,497,220,RED,WEST,30,MEDIUM
106,100,151,407,GREEN,NORTH,70,HIGH
110,120,1752,160,YELLOW,NORTH,10,SAFE
91,100,1439,751,YELLOW,NORTH,10,SAFE
45,120,1515,299,GREEN,NORTH,0,SAFE
117,100,555,296,GREEN,WEST,30,MEDIUM
44,90,1586,438,YELLOW,EAST,10,SAFE
45,90,1842,280,GREEN,SOUTH,0,SAFE
103,80,1006,665,RED,NORTH,60,MEDIUM
100,100,1293,422,GREEN,SOUTH,0,SAFE
117,120,1583,136,GREEN,NORTH,0,SAFE
54,90,608,385,YELLOW,NORTH,10,SAFE
86,80,1160,279,YELLOW,WEST,40,MEDIUM
128,80,1107,429,RED,EAST,60,MEDIUM
84,110,1409,598,GREEN,SOUTH,0,SAFE
101,90,1155,328,GREEN,SOUTH,30,MEDIUM
76,80,1466,704,RED,WEST,30,MEDIUM
85,80,1285,587,RED,NORTH,60,MEDIUM
120,90,528,489,RED,SOUTH,60,MEDIUM
58,120,536,371,YELLOW,EAST,10,SAFE
79,100,1497,317,GREEN,SOUTH,0,SAFE
79,90,1425,632,YELLOW,NORTH,10,SAFE
117,110,1127,178,GREEN,NORTH,30,MEDIUM
104,90,497,486,GREEN,EAST,30,MEDIUM
56,110,395,195,RED,EAST,30,MEDIUM
84,90,194,158,RED,EAST,30,MEDIUM
113,80,1930,724,RED,EAST,60,MEDIUM
59,110,1214,554,GREEN,WEST,0,SAFE
60,100,633,268,YELLOW,WEST,10,SAFE
126,90,893,355,YELLOW,WEST,40,MEDIUM
121,120,1176,632,YELLOW,EAST,40,MEDIUM
118,80,1474,359,RED,WEST,60,MEDIUM
53,80,1489,373,YELLOW,WEST,10,SAFE
45,100,1685,275,YELLOW,WEST,10,SAFE
62,110,928,537,RED,EAST,30,MEDIUM
107,100,283,410,GREEN,WEST,70,HIGH
61,80,827,264,YELLOW,EAST,10,SAFE
114,120,1341,685,RED,EAST,30,MEDIUM
49,120,262,152,GREEN,WEST,0,SAFE
46,90,1091,337,GREEN,EAST,0,SAFE
129,110,904,539,YELLOW,SOUTH,40,MEDIUM
120,80,890,372,RED,WEST,60,MEDIUM
84,120,1398,211,GREEN,WEST,0,SAFE
114,90,116,346,YELLOW,EAST,80,HIGH
128,90,1208,429,GREEN,EAST,30,MEDIUM
105,90,130,157,RED,WEST,100,HIGH
60,110,1397,270,YELLOW,EAST,10,SAFE
99,120,1120,414,GREEN,EAST,0,SAFE
64,80,1162,531,RED,NORTH,30,MEDIUM
92,80,895,680,YELLOW,WEST,40,MEDIUM
51,110,164,473,GREEN,SOUTH,40,MEDIUM
60,90,1365,745,RED,WEST,30,MEDIUM
105,100,303,111,YELLOW,NORTH,40,MEDIUM
51,110,950,355,RED,SOUTH,30,MEDIUM
75,110,1742,450,YELLOW,NORTH,10,SAFE
51,120,1965,281,YELLOW,WEST,10,SAFE
70,100,1272,752,YELLOW,EAST,10,SAFE
111,110,1305,473,YELLOW,NORTH,40,MEDIUM
59,80,1250,702,YELLOW,SOUTH,10,SAFE
74,120,1475,109,RED,EAST,30,MEDIUM
92,80,1492,296,GREEN,SOUTH,30,MEDIUM
95,100,1919,797,YELLOW,NORTH,10,SAFE
51,90,1056,707,GREEN,WEST,0,SAFE
92,80,1367,532,RED,WEST,60,MEDIUM
118,100,1140,566,YELLOW,NORTH,40,MEDIUM
82,110,1643,544,RED,SOUTH,30,MEDIUM
128,80,576,361,GREEN,EAST,30,MEDIUM
62,120,1767,364,GREEN,WEST,0,SAFE
73,80,1358,342,GREEN,NORTH,0,SAFE
68,80,617,105,RED,WEST,30,MEDIUM
58,110,1969,552,RED,SOUTH,30,MEDIUM
91,120,990,262,YELLOW,EAST,10,SAFE
59,120,1117,117,RED,NORTH,30,MEDIUM
80,110,1799,608,GREEN,NORTH,0,SAFE
98,110,1323,485,RED,WEST,30,MEDIUM
80,120,578,306,YELLOW,EAST,10,SAFE
81,80,554,538,RED,EAST,60,MEDIUM
41,90,1730,519,RED,NORTH,30,MEDIUM
120,90,1780,717,GREEN,WEST,30,MEDIUM
83,80,1107,458,RED,EAST,60,MEDIUM
53,80,933,313,RED,NORTH,30,MEDIUM
58,120,1508,549,YELLOW,EAST,10,SAFE
110,80,187,759,RED,SOUTH,100,HIGH
76,100,820,356,GREEN,SOUTH,0,SAFE
111,110,1269,747,YELLOW,SOUTH,40,MEDIUM
61,110,102,428,RED,WEST,70,HIGH
114,100,1323,628,GREEN,WEST,30,MEDIUM
59,120,1651,591,YELLOW,SOUTH,10,SAFE
64,110,296,380,YELLOW,NORTH,50,MEDIUM
50,90,871,361,RED,EAST,30,MEDIUM
105,100,187,148,YELLOW,WEST,40,MEDIUM
72,80,1275,359,RED,WEST,30,MEDIUM
66,80,1233,414,RED,SOUTH,30,MEDIUM
73,120,1285,621,RED,EAST,30,MEDIUM
65,90,271,611,GREEN,EAST,40,MEDIUM
58,110,205,672,YELLOW,NORTH,50,MEDIUM
69,120,1305,755,GREEN,EAST,0,SAFE
129,110,561,682,YELLOW,EAST,80,HIGH
64,90,148,129,RED,EAST,30,MEDIUM
48,110,806,472,RED,EAST,30,MEDIUM
40,120,410,423,YELLOW,SOUTH,50,MEDIUM
77,80,884,489,RED,SOUTH,30,MEDIUM
58,110,139,255,YELLOW,NORTH,50,MEDIUM
122,120,566,386,YELLOW,SOUTH,40,MEDIUM
110,120,1491,501,RED,WEST,30,MEDIUM
53,120,1055,233,RED,NORTH,30,MEDIUM
88,120,1383,727,RED,SOUTH,30,MEDIUM
52,90,1017,758,GREEN,SOUTH,0,SAFE
95,120,1286,527,GREEN,EAST,0,SAFE
56,80,278,578,GREEN,WEST,40,MEDIUM
85,100,1408,237,GREEN,WEST,0,SAFE
45,110,128,416,RED,WEST,70,HIGH
127,90,1175,638,YELLOW,EAST,40,MEDIUM
79,120,942,399,YELLOW,NORTH,10,SAFE
84,120,1192,141,YELLOW,NORTH,10,SAFE
46,120,1566,421,YELLOW,NORTH,10,SAFE
113,90,1196,505,GREEN,EAST,30,MEDIUM
48,120,757,566,GREEN,WEST,0,SAFE
81,80,634,357,GREEN,SOUTH,30,MEDIUM
75,90,1654,274,YELLOW,NORTH,10,SAFE
113,80,1684,647,RED,WEST,60,MEDIUM
101,80,1974,159,YELLOW,WEST,40,MEDIUM
53,90,1149,150,YELLOW,SOUTH,10,SAFE
123,90,498,455,RED,NORTH,60,MEDIUM
49,110,1624,442,RED,EAST,30,MEDIUM
59,120,1802,272,GREEN,EAST,0,SAFE
112,100,1382,302,RED,NORTH,60,MEDIUM
80,80,1185,670,GREEN,NORTH,0,SAFE
109,80,1442,624,GREEN,WEST,30,MEDIUM
88,120,1216,301,RED,SOUTH,30,MEDIUM
70,100,847,261,RED,SOUTH,30,MEDIUM
65,80,1301,412,GREEN,WEST,0,SAFE
129,90,569,325,RED,EAST,60,MEDIUM
52,90,1278,772,YELLOW,EAST,10,SAFE
49,110,1704,206,YELLOW,EAST,10,SAFE
130,120,964,217,RED,EAST,60,MEDIUM
45,100,1263,286,YELLOW,WEST,10,SAFE
43,80,366,114,GREEN,WEST,0,SAFE
96,80,1297,705,GREEN,WEST,30,MEDIUM
123,110,1127,600,GREEN,NORTH,30,MEDIUM
95,80,771,354,RED,WEST,60,MEDIUM
98,120,1271,540,RED,WEST,30,MEDIUM
91,100,1414,126,YELLOW,EAST,10,SAFE
46,100,1776,393,GREEN,NORTH,0,SAFE
66,80,857,797,YELLOW,NORTH,10,SAFE
96,110,243,189,YELLOW,NORTH,10,SAFE
121,90,1923,712,YELLOW,WEST,40,MEDIUM
96,100,1372,274,GREEN,SOUTH,0,SAFE
57,100,439,691,RED,NORTH,70,HIGH
52,120,196,613,RED,NORTH,70,HIGH
57,90,137,248,YELLOW,EAST,50,MEDIUM
45,100,1974,629,GREEN,SOUTH,0,SAFE
95,100,1604,774,YELLOW,NORTH,10,SAFE
44,100,458,780,YELLOW,NORTH,50,MEDIUM
104,120,1952,116,RED,SOUTH,30,MEDIUM
120,80,288,189,GREEN,WEST,30,MEDIUM
71,100,145,308,GREEN,EAST,40,MEDIUM
59,80,1386,586,RED,SOUTH,30,MEDIUM
89,120,1566,327,GREEN,EAST,0,SAFE
70,110,1367,420,RED,WEST,30,MEDIUM
117,80,125,281,RED,WEST,100,HIGH
45,120,904,230,GREEN,WEST,0,SAFE
92,80,1988,497,YELLOW,SOUTH,40,MEDIUM
130,90,1591,208,RED,WEST,60,MEDIUM
80,100,558,191,RED,NORTH,30,MEDIUM
44,120,1833,296,GREEN,NORTH,0,SAFE
75,120,572,791,YELLOW,NORTH,50,MEDIUM
130,110,895,353,RED,SOUTH,60,MEDIUM
63,100,1534,271,YELLOW,WEST,10,SAFE
83,90,1028,157,GREEN,WEST,0,SAFE
121,120,1169,371,RED,SOUTH,60,MEDIUM
53,80,159,615,YELLOW,WEST,50,MEDIUM
65,80,1420,185,GREEN,WEST,0,SAFE
78,90,1949,701,YELLOW,SOUTH,10,SAFE
42,100,442,416,GREEN,SOUTH,0,SAFE
126,110,417,196,GREEN,WEST,30,MEDIUM
82,90,529,634,RED,NORTH,70,HIGH
63,100,956,271,RED,SOUTH,30,MEDIUM
124,90,1586,469,YELLOW,NORTH,40,MEDIUM
129,110,782,442,GREEN,EAST,30,MEDIUM
66,100,1900,786,GREEN,SOUTH,0,SAFE
87,90,1092,776,YELLOW,NORTH,10,SAFE
92,120,557,721,YELLOW,EAST,50,MEDIUM
94,100,1965,292,GREEN,WEST,0,SAFE
96,120,1494,464,RED,EAST,30,MEDIUM
84,120,1861,631,GREEN,NORTH,0,SAFE
74,110,1189,340,YELLOW,EAST,10,SAFE
79,100,1990,540,YELLOW,SOUTH,10,SAFE
45,80,1255,331,GREEN,WEST,0,SAFE
124,80,905,611,GREEN,WEST,30,MEDIUM
84,90,671,226,GREEN,NORTH,0,SAFE
44,90,926,155,GREEN,EAST,0,SAFE
42,80,1368,530,RED,NORTH,30,MEDIUM
107,90,1260,434,RED,EAST,60,MEDIUM
126,120,539,209,YELLOW,EAST,40,MEDIUM
65,110,1505,537,GREEN,WEST,0,SAFE
48,110,480,361,RED,WEST,30,MEDIUM
108,110,1917,476,RED,NORTH,30,MEDIUM
61,80,1140,577,GREEN,SOUTH,0,SAFE
98,120,517,244,RED,SOUTH,30,MEDIUM
102,90,1884,104,RED,EAST,60,MEDIUM
44,110,1980,179,YELLOW,NORTH,10,SAFE
86,80,876,789,RED,WEST,60,MEDIUM
66,90,1977,620,GREEN,SOUTH,0,SAFE
47,90,557,215,GREEN,SOUTH,0,SAFE
121,80,1544,165,YELLOW,WEST,40,MEDIUM
130,110,1111,267,GREEN,NORTH,30,MEDIUM
119,100,1569,560,GREEN,EAST,30,MEDIUM
59,110,881,273,YELLOW,WEST,10,SAFE
49,100,291,372,YELLOW,NORTH,50,MEDIUM
116,110,664,496,RED,SOUTH,60,MEDIUM
124,120,413,242,RED,WEST,60,MEDIUM
108,120,1699,705,YELLOW,WEST,10,SAFE
102,90,973,189,YELLOW,NORTH,40,MEDIUM
51,90,1769,551,YELLOW,SOUTH,10,SAFE
76,80,1646,616,RED,EAST,30,MEDIUM
67,100,956,106,GREEN,EAST,0,SAFE
107,90,1394,101,RED,SOUTH,60,MEDIUM
41,100,611,353,RED,NORTH,30,MEDIUM
63,120,1994,249,GREEN,WEST,0,SAFE
64,90,490,525,GREEN,WEST,40,MEDIUM
108,120,680,607,RED,NORTH,30,MEDIUM
66,80,1521,751,RED,EAST,30,MEDIUM
122,110,419,116,YELLOW,EAST,40,MEDIUM
123,80,201,715,GREEN,WEST,70,HIGH
46,120,1218,202,RED,WEST,30,MEDIUM
84,90,896,519,RED,NORTH,30,MEDIUM
63,80,315,494,GREEN,SOUTH,40,MEDIUM
94,90,1442,552,GREEN,SOUTH,30,MEDIUM
123,80,1482,632,GREEN,EAST,30,MEDIUM
97,120,783,437,GREEN,WEST,0,SAFE
47,80,1907,767,YELLOW,EAST,10,SAFE
102,80,155,665,RED,EAST,100,HIGH
95,100,959,278,RED,EAST,30,MEDIUM
127,120,1637,371,GREEN,EAST,30,MEDIUM
52,100,1202,171,GREEN,EAST,0,SAFE
92,120,1471,120,GREEN,SOUTH,0,SAFE
123,80,958,274,RED,WEST,60,MEDIUM
40,100,412,648,GREEN,SOUTH,40,MEDIUM
114,100,1862,297,RED,NORTH,60,MEDIUM
121,120,913,513,RED,NORTH,60,MEDIUM
48,120,200,379,YELLOW,SOUTH,50,MEDIUM
45,100,1381,387,RED,WEST,30,MEDIUM
67,100,866,284,YELLOW,WEST,10,SAFE
51,100,1153,586,RED,NORTH,30,MEDIUM
94,120,1005,361,GREEN,NORTH,0,SAFE
103,120,1489,800,GREEN,SOUTH,0,SAFE
41,90,1269,683,RED,EAST,30,MEDIUM
80,100,1796,719,RED,WEST,30,MEDIUM
125,110,1466,448,YELLOW,SOUTH,40,MEDIUM
93,80,1401,371,YELLOW,NORTH,40,MEDIUM
48,80,1773,596,YELLOW,NORTH,10,SAFE
79,110,1997,404,YELLOW,NORTH,10,SAFE
98,110,1234,439,GREEN,WEST,0,SAFE
107,90,134,347,YELLOW,SOUTH,80,HIGH
61,100,735,204,YELLOW,SOUTH,10,SAFE
82,90,769,241,GREEN,WEST,0,SAFE
93,100,333,160,GREEN,NORTH,0,SAFE
127,80,120,678,RED,EAST,100,HIGH
65,90,817,213,GREEN,SOUTH,0,SAFE
95,100,1899,395,RED,SOUTH,30,MEDIUM
76,120,540,122,YELLOW,EAST,10,SAFE
